alias_key,alias_display,code,iso_a3,basis,source,confidence,override
chernihiv oblast,Chernihiv Oblast,UKR002,UKR,"Standard English name for the region, using the modern Ukrainian romanization Chernihiv rather than the WB transliteration Chernihivs'ka.",pretraining,high,False
chernivtsi,Chernivtsi,UKR003,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
chernivtsi oblast,Chernivtsi Oblast,UKR003,UKR,"Standard English name using the city name Chernivtsi, differing from the WB transliteration Chernivets'ka.",pretraining,high,False
autonomous republic of crimea,Autonomous Republic of Crimea,UKR004,UKR,Official English designation of the Ukrainian administrative unit before 2014 Russian occupation.,pretraining,high,False
dnipro oblast,Dnipro Oblast,UKR005,UKR,Official English name after the 2016 renaming that removed the Soviet-era Petrov suffix.,pretraining,high,False
dnipropetrovsk,Dnipropetrovsk,UKR005,UKR,Common shortened English reference to the oblast using the former city name.,pretraining,high,False
dnipropetrovsk oblast,Dnipropetrovsk Oblast,UKR005,UKR,Widely used English name for this region; the oblast was renamed Dnipro Oblast in 2016 but Dnipropetrovsk remains very common in English sources.,pretraining,high,False
donetsk,Donetsk,UKR006,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
donetsk oblast,Donetsk Oblast,UKR006,UKR,"Standard English name for the region, using the city name Donetsk without the Ukrainian suffix -s'ka.",pretraining,high,False
ivano-frankivsk,Ivano-Frankivsk,UKR007,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
ivano-frankivsk oblast,Ivano-Frankivsk Oblast,UKR007,UKR,"Standard English name using the city name Ivano-Frankivsk, differing from the WB form Ivano-frankivs'ka.",pretraining,high,False
kharkiv,Kharkiv,UKR008,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
kharkiv oblast,Kharkiv Oblast,UKR008,UKR,"Standard English name using the city name Kharkiv, differing from the WB transliteration Kharkivs'ka.",pretraining,high,False
kherson,Kherson,UKR009,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
kherson oblast,Kherson Oblast,UKR009,UKR,"Standard English name using the city name Kherson, differing from the WB transliteration Khersons'ka.",pretraining,high,False
khmelnitsky oblast,Khmelnitsky Oblast,UKR010,UKR,Older Russian-based transliteration widely used in English sources prior to adoption of Ukrainian romanization standards.,pretraining,medium,False
khmelnytskyi,Khmelnytskyi,UKR010,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
khmelnytskyi oblast,Khmelnytskyi Oblast,UKR010,UKR,"Standard modern English romanization of the oblast, differing from WB's Khmel'nyts'ka.",pretraining,high,False
kirovohrad oblast,Kirovohrad Oblast,UKR011,UKR,Standard English name for the region using the city name Kirovohrad; the oblast was renamed Kropyvnytskyi Oblast in 2016 but Kirovohrad remains common in older English sources.,pretraining,high,False
kiev oblast,Kiev Oblast,UKR012,UKR,"Older English name using the Russian-based romanization Kiev, still widely seen in English sources.",pretraining,high,False
kyiv oblast,Kyiv Oblast,UKR012,UKR,"Standard English name for the region surrounding the capital, using the modern English exonym Kyiv instead of the WB transliteration Kyyivs'ka.",pretraining,high,False
lviv,Lviv,UKR013,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
lviv oblast,Lviv Oblast,UKR013,UKR,"Standard English name using the city name Lviv, differing from the WB transliteration L'vivs'ka.",pretraining,high,False
lugansk oblast,Lugansk Oblast,UKR014,UKR,"Russian-based romanization of the oblast name, widely used in English-language media particularly in conflict coverage.",pretraining,high,False
luhansk,Luhansk,UKR014,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
luhansk oblast,Luhansk Oblast,UKR014,UKR,"Standard English name using the Ukrainian romanization Luhansk, differing from the WB form Luhans'ka.",pretraining,high,False
mykolaiv,Mykolaiv,UKR015,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
mykolaiv oblast,Mykolaiv Oblast,UKR015,UKR,"Standard modern English name using the Ukrainian romanization, differing from WB's Mykolayivs'ka.",pretraining,high,False
nikolaev oblast,Nikolaev Oblast,UKR015,UKR,"Older Russian-based English romanization of the oblast, still encountered in some English sources.",pretraining,medium,False
odesa oblast,Odesa Oblast,UKR016,UKR,Modern Ukrainian-based English spelling preferred by Ukrainian government and many English-language outlets.,pretraining,high,False
odessa,Odessa,UKR016,UKR,Common shortened English reference to the oblast by the well-known city name Odessa.,pretraining,high,False
odessa oblast,Odessa Oblast,UKR016,UKR,Well-known English name for the region using the traditional English/Russian spelling Odessa rather than the WB transliteration Odes'ka.,pretraining,high,False
poltava,Poltava,UKR017,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
poltava oblast,Poltava Oblast,UKR017,UKR,"Standard English name using the city name Poltava, differing from the WB transliteration Poltavs'ka.",pretraining,high,False
rivne,Rivne,UKR018,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
rivne oblast,Rivne Oblast,UKR018,UKR,"Standard English name using the city name Rivne, differing from the WB transliteration Rivnens'ka.",pretraining,high,False
rovno oblast,Rovno Oblast,UKR018,UKR,"Older Russian-based English romanization of the oblast, encountered in historical and some current English sources.",pretraining,medium,False
sumy,Sumy,UKR019,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
sumy oblast,Sumy Oblast,UKR019,UKR,"Standard English name using the city name Sumy, differing from the WB transliteration Sums'ka.",pretraining,high,False
ternopil oblast,Ternopil Oblast,UKR020,UKR,"Standard English name using the city name Ternopil, differing from the WB transliteration Ternopil's'ka.",pretraining,high,False
vinnytsia,Vinnytsia,UKR021,UKR,"Shortened English reference to the oblast by its capital city name, commonly used in English contexts.",pretraining,high,False
vinnytsia oblast,Vinnytsia Oblast,UKR021,UKR,"The standard English exonym for Vinnyts'ka is Vinnytsia Oblast, using the Ukrainian-based romanization preferred in English-language sources.",pretraining,high,False
volhynia,Volhynia,UKR022,UKR,"The classical English exonym for Volyn Oblast, used in historical and geographic literature.",pretraining,medium,False
volhynia oblast,Volhynia Oblast,UKR022,UKR,Traditional English/Latin exonym Volhynia is widely used in historical and geographical English texts for this region.,pretraining,medium,False
volyn oblast,Volyn Oblast,UKR022,UKR,"Standard English name for Volyns'ka, using the Ukrainian-based romanization Volyn and adding Oblast as the administrative suffix.",pretraining,high,False
transcarpathia,Transcarpathia,UKR023,UKR,"Well-established English exonym for Zakarpats'ka Oblast, meaning 'beyond the Carpathians', widely used in English-language sources.",pretraining,high,False
zakarpattia,Zakarpattia,UKR023,UKR,"Commonly used English short form for the oblast, meaning Transcarpathia in Ukrainian.",pretraining,high,False
zakarpattia oblast,Zakarpattia Oblast,UKR023,UKR,"Standard English name for Zakarpats'ka, using the Ukrainian-based romanization Zakarpattia with the Oblast suffix.",pretraining,high,False
zaporizhia oblast,Zaporizhia Oblast,UKR024,UKR,Alternative English romanization of Zaporiz'ka commonly found in English-language journalism and reference works.,pretraining,high,False
zaporizhzhia,Zaporizhzhia,UKR024,UKR,"Commonly used English short form for the oblast, named after the city of Zaporizhzhia.",pretraining,high,False
zaporizhzhia oblast,Zaporizhzhia Oblast,UKR024,UKR,"Standard English name for Zaporiz'ka, using the Ukrainian-based romanization Zaporizhzhia with the Oblast suffix.",pretraining,high,False
zhytomyr,Zhytomyr,UKR025,UKR,"Commonly used English short form for the oblast, named after its capital city Zhytomyr.",pretraining,high,False
zhytomyr oblast,Zhytomyr Oblast,UKR025,UKR,"Standard English name for Zhytomyrs'ka, using the Ukrainian-based romanization Zhytomyr with the Oblast suffix.",pretraining,high,False
andizhan,Andizhan,UZB001,UZB,Alternative romanization of Andijan commonly seen in older English-language sources and transliterations from Russian.,pretraining,medium,False
buxoro,Buxoro,UZB002,UZB,Uzbek-script romanization of the region sometimes used in English geographic sources as an alternative to the Russian-derived Bukhara.,pretraining,medium,False
farghona,Farghona,UZB003,UZB,"Alternative romanization of Fergana from Uzbek, occasionally used in English academic and geographic texts.",pretraining,medium,False
qoraqalpogiston,Qoraqalpogiston,UZB005,UZB,Uzbek romanization of Karakalpakstan used in some English-language geographic and official documents.,pretraining,medium,False
republic of karakalpakstan,Republic of Karakalpakstan,UZB005,UZB,Karakalpakstan is an autonomous republic within Uzbekistan and is often referred to with its full title in English sources.,pretraining,high,False
qashqadaryo,Qashqadaryo,UZB006,UZB,"Uzbek romanization of Kashkadarya, used in some modern English-language sources.",pretraining,medium,False
khwarazm,Khwarazm,UZB007,UZB,"Historical English exonym for Khorezm, derived from the ancient name of the region, used in academic and historical contexts.",pretraining,medium,False
xorazm,Xorazm,UZB007,UZB,Uzbek romanization of Khorezm used in some modern English-language sources and official Uzbek transliterations.,pretraining,medium,False
navoi,Navoi,UZB009,UZB,"Common alternative English spelling of Navoiy, dropping the final y, widely used in English sources.",pretraining,high,False
samarqand,Samarqand,UZB010,UZB,Uzbek romanization of Samarkand commonly used in English geographic and academic sources as an alternative spelling.,pretraining,high,False
syr darya,Syr Darya,UZB011,UZB,"Common English two-word spelling of Sirdarya, also the name of the major river in the region, widely used in English texts.",pretraining,high,False
syrdarya,Syrdarya,UZB011,UZB,"Alternative romanization of Sirdarya derived from the Russian transliteration, used in some English-language sources.",pretraining,medium,False
